,belongs_to_collection,budget,genres_x,id,imdb_id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,status_code,status_message,tagline,title,vote_average,vote_count,release_year,tconst,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres_y,_merge
4558,,10000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",321258.0,tt3882082,en,The Boy,"An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",12.168,"[{'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 829, 'logo_path': '/mzpAmEQ5P1gFvdRoNyCk9q8ngiv.png', 'name': 'Vertigo Entertainment', 'origin_country': 'US'}, {'id': 2912, 'logo_path': None, 'name': 'Diamond Films', 'origin_country': ''}, {'id': 47729, 'logo_path': '/5NRpQ7xxmODXAjt2pRWUFMLVzvP.png', 'name': 'STX Entertainment', 'origin_country': 'US'}]",United States of America,2016-01-22,64188367.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Every child needs to feel loved.,THE BOY,5.8,2363.0,2016,tt3882082,movie,THE BOY,0,2016,97,\N,both
4562,,160000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",321612.0,tt2771200,en,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,31.923000000000002,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 10227, 'logo_path': '/3YfRy3DBl4abcqkzGx4RVNz12yl.png', 'name': 'Mandeville Films', 'origin_country': 'US'}]",United States of America,2017-03-16,1263521126.0,129.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,,Be our guest.,BEAUTY AND THE BEAST,6.9,11578.0,2017,tt2771200,movie,BEAUTY AND THE BEAST,0,2017,129,\N,both
4642,,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",323272.0,tt3832914,en,War Room,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",7.704,"[{'id': 69411, 'logo_path': '/jkkrsMgj9Gbb8g17NUnLqlfmnmv.png', 'name': 'Kendrick Brothers', 'origin_country': 'US'}, {'id': 10156, 'logo_path': '/bWjWWQfiyZh9AkGYCkx1NcVdSvn.png', 'name': 'Affirm Films', 'origin_country': 'US'}, {'id': 3291, 'logo_path': None, 'name': 'Provident Films', 'origin_country': 'US'}]",United States of America,2015-08-28,67790117.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Prayer is a Powerful Weapon,WAR ROOM,7.6,196.0,2015,tt3832914,movie,WAR ROOM,0,2015,120,\N,both
4664,"{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}",40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",323675.0,tt2869728,en,Ride Along 2,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",9.801,"[{'id': 83397, 'logo_path': None, 'name': 'Reel Chefs Catering', 'origin_country': ''}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 49968, 'logo_path': '/d74xevT5HfJN1TODKbtm6vNW1wK.png', 'name': 'Will Packer Productions', 'origin_country': 'US'}, {'id': 2780, 'logo_path': '/hgdyY2exOpOXG3EkQR8WsUAUNBZ.png', 'name': 'Cube Vision', 'origin_country': 'US'}]",United States of America,2016-01-14,124827316.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,The brothers-in-law are back,RIDE ALONG 2,6.2,993.0,2016,tt2869728,movie,RIDE ALONG 2,0,2016,102,\N,both
4665,,29000000.0,"[{'id': 35, 'name': 'Comedy'}]",323676.0,tt2702724,en,The Boss,"A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",8.79,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 87017, 'logo_path': None, 'name': 'On the Day', 'origin_country': ''}]",United States of America,2016-04-07,78636257.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Watch your assets,THE BOSS,5.8,888.0,2016,tt2702724,movie,THE BOSS,0,2016,99,\N,both
4708,,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",324542.0,tt2072233,en,Sleepless,"Undercover Las Vegas police officer Vincent Downs, who has got a lot of enemies, is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. When a heist goes wrong, a crew of homicidal gangsters gets T, Downs’ teenage son. In one sleepless night, he will have to rescue his son T (who they got), evade an internal affairs investigation and bring the kidnappers to justice.",11.907,"[{'id': 829, 'logo_path': '/mzpAmEQ5P1gFvdRoNyCk9q8ngiv.png', 'name': 'Vertigo Entertainment', 'origin_country': 'US'}, {'id': 7493, 'logo_path': '/452FO4LcI6lA6bfgl6w1kQYRBlr.png', 'name': 'FilmNation Entertainment', 'origin_country': 'US'}, {'id': 76314, 'logo_path': '/oFiHo3350Nj7bi6oxYMq3Kp6VGC.png', 'name': 'Riverstone Pictures', 'origin_country': ''}, {'id': 10427, 'logo_path': '/3u5sNgPRbba0ND3SUMXPTT7On9h.png', 'name': 'Open Road Films', 'origin_country': 'US'}]",United States of America,2017-01-12,32540674.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Don't judge a cop by his cover.,SLEEPLESS,5.8,755.0,2017,tt2072233,movie,SLEEPLESS,0,2017,95,\N,both
4709,"{'id': 404609, 'name': 'John Wick Collection', 'poster_path': '/pZ4hR5IIoHHfNjot9rq4F96OGAi.jpg', 'backdrop_path': '/fSwYa5q2xRkBoOOjueLpkLf3N1m.jpg'}",40000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",324552.0,tt4425200,en,John Wick: Chapter 2,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers.",34.318,"[{'id': 3528, 'logo_path': '/cCzCClIzIh81Fa79hpW5nXoUsHK.png', 'name': 'Thunder Road Pictures', 'origin_country': 'US'}, {'id': 23008, 'logo_path': '/5SarYupipdiejsEqUkwu1SpYfru.png', 'name': '87Eleven', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]",United States of America,2017-02-08,171539887.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,,Never stab the devil in the back,JOHN WICK: CHAPTER 2,7.1,6733.0,2017,tt4425200,movie,JOHN WICK: CHAPTER 2,0,2017,122,\N,both
4715,"{'id': 86066, 'name': 'Despicable Me Collection', 'poster_path': '/95prV91f4DxkBnLU43YjLbU1m3q.jpg', 'backdrop_path': '/1xRyksv55FaBLM5R7t1ZPp9GPnC.jpg'}",80000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",324852.0,tt3469046,en,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,16.708,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 6704, 'logo_path': '/fOG2oY4m1YuYTQh4bMqqZkmgOAI.png', 'name': 'Illumination Entertainment', 'origin_country': 'US'}]",United States of America,2017-06-15,1031552585.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Oh brother.,DESPICABLE ME 3,6.3,4397.0,2017,tt3469046,movie,DESPICABLE ME 3,0,2017,89,\N,both
4716,"{'id': 573436, 'name': 'Spider-Man: Spider-Verse Collection', 'poster_path': '/eD4bGQNfmqExIAzKdvX5gDHhI2.jpg', 'backdrop_path': '/14F6gMaRjzgsN6EEpiwH87R1I00.jpg'}",90000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",324857.0,tt4633694,en,Spider-Man: Into the Spider-Verse,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",47.475,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2251, 'logo_path': '/6l16UFSkZ1oPpyBYaILgffFZlTc.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 7505, 'logo_path': '/837VMM4wOkODc1idNxGT0KQJlej.png', 'name': 'Marvel Entertainment', 'origin_country': 'US'}, {'id': 14439, 'logo_path': None, 'name': 'Arad Productions', 'origin_country': ''}, {'id': 77973, 'logo_path': None, 'name': 'Lord Miller', 'origin_country': ''}, {'id': 84041, 'logo_path': None, 'name': 'Pascal Pictures', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",United States of America,2018-12-06,375450417.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,,More Than One Wears the Mask,SPIDER-MAN: INTO THE SPIDER-VERSE,8.4,5665.0,2018,tt4633694,movie,SPIDER-MAN: INTO THE SPIDER-VERSE,0,2018,117,\N,both
4727,"{'id': 400700, 'name': 'Neighbors Collection', 'poster_path': '/sQshvy7vnEBafeWmO6fQTNIvV2C.jpg', 'backdrop_path': '/x5S20jb15ruRQd0gY1ZST9dJP7b.jpg'}",35000000.0,"[{'id': 35, 'name': 'Comedy'}]",325133.0,tt4438848,en,Neighbors 2: Sorority Rising,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,12.204,"[{'id': 10338, 'logo_path': '/el2ap6lvjcEDdbyJoB3oKiYgXu9.png', 'name': 'Perfect World Pictures', 'origin_country': 'CN'}, {'id': 16615, 'logo_path': '/dbxHaOtibTKvP6dUMRYdwUOULgY.png', 'name': 'Point Grey Pictures', 'origin_country': 'US'}, {'id': 17393, 'logo_path': '/k28sCof6kheeOicLqL6EXX2GHov.png', 'name': 'Good Universe', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]",United States of America,2016-05-04,108758521.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,New neighbors.,NEIGHBORS 2: SORORITY RISING,5.7,3029.0,2016,tt4438848,movie,NEIGHBORS 2: SORORITY RISING,0,2016,92,\N,both
4739,,3800000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",325346.0,tt3714720,en,The Hollars,"Aspiring New York City artist, John Hollar returns to his Middle America hometown on the eve of his mother’s brain surgery. Joined by his girlfriend, eight months pregnant with their first child, John is forced to navigate the crazy world he left behind.",9.362,"[{'id': 29312, 'logo_path': None, 'name': 'Sunday Night', 'origin_country': 'US'}, {'id': 14319, 'logo_path': '/z5jJhK1AMbr47CLVqsB4HpIBtHd.png', 'name': 'Sycamore Pictures', 'origin_country': 'US'}, {'id': 4205, 'logo_path': None, 'name': 'Groundswell Productions', 'origin_country': 'US'}, {'id': 75354, 'logo_path': None, 'name': 'Fancy Film Post Services', 'origin_country': ''}]",United States of America,2016-08-25,1016985.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,,THE HOLLARS,6.4,154.0,2016,tt3714720,movie,THE HOLLARS,0,2016,88,\N,both
4783,"{'id': 176097, 'name': 'Barbershop Collection', 'poster_path': '/glSSzT4jwKblxxGXN0lHWxbyhUH.jpg', 'backdrop_path': '/lCvX9g4vvxFUgJGNlFwfkZJWGiB.jpg'}",20000000.0,"[{'id': 35, 'name': 'Comedy'}]",326423.0,tt3628584,en,Barbershop: The Next Cut,"It’s been more than 10 years since our last appointment at Calvin’s Barbershop. Calvin and his longtime crew, including Eddie, are still there, but the shop has undergone some major changes. Most noticeably, our once male-dominated sanctuary is now co-ed. The ladies bring their own flavor, drama and gossip to the shop challenging the fellas at every turn. Despite the good times and camaraderie within the shop, the surrounding community has taken a turn for the worse, forcing Calvin and our crew to come together to not only save the shop, but their neighborhood.",7.303,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 2780, 'logo_path': '/hgdyY2exOpOXG3EkQR8WsUAUNBZ.png', 'name': 'Cube Vision', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",United States of America,2016-04-15,55030051.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Everybody's back for a fresh cut,BARBERSHOP: THE NEXT CUT,6.0,257.0,2016,tt3628584,movie,BARBERSHOP: THE NEXT CUT,0,2016,111,\N,both
4842,"{'id': 427084, 'name': 'The Secret Life of Pets Collection', 'poster_path': '/5uYBl9BNxbf5M64V33vdOUW5t1g.jpg', 'backdrop_path': '/lB4l8H0jgPp2bf4NV2aZPIyytdQ.jpg'}",75000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",328111.0,tt2709768,en,The Secret Life of Pets,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",6.895,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 3341, 'logo_path': '/dTG5dXE1kU2mpmL9BNnraffckLU.png', 'name': 'Fuji Television Network', 'origin_country': 'JP'}, {'id': 6704, 'logo_path': '/fOG2oY4m1YuYTQh4bMqqZkmgOAI.png', 'name': 'Illumination Entertainment', 'origin_country': 'US'}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu', 'origin_country': 'JP'}]",United States of America,2016-06-18,875457937.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Think this is what they do all day?,THE SECRET LIFE OF PETS,6.1,5738.0,2016,tt2709768,movie,THE SECRET LIFE OF PETS,0,2016,87,\N,both
4854,,19000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",328387.0,tt3531824,en,Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",13.583,"[{'id': 79963, 'logo_path': None, 'name': 'Keep Your Head', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 47706, 'logo_path': None, 'name': 'Allison Shearmur Productions', 'origin_country': 'US'}]",United States of America,2016-06-27,85241496.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,We dare you.,NERVE,7.1,4894.0,2016,tt3531824,movie,NERVE,0,2016,96,\N,both
