,budget,revenue,title,vote_average,vote_count,tconst,startYear,runtimeMinutes,genre_1,genre_2,genre_3,genre_4,prod_company_1,prod_company_2,prod_company_3,prod_company_4,prod_company_5,writer_1,writer_2,writer_3,writer_4,writer_5,director_1,director_2,director_3,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,cast_9,cast_10,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10,profit,rev_budget_ratio
3205,9599405.109208634,19939648.12942446,STAGECOACH,7.7,454.0,tt0031971,1939,96,Adventure,Western,,,United Artists,,,,,nm0629580,nm0000406,nm0370697,nm0372942,,nm0000406,,,nm0000078,nm0872456,nm0222596,nm0001017,nm0392529,,,,,,nm0322688,nm0522635,nm0006119,nm0911137,,,,,,,10340243.020215826,2.077175398118839
180,7454445.502158274,8568096.014532374,WINTER CARNIVAL,6.0,1.0,tt0032132,1939,105,Romance,Comedy,Drama,,Walter Wanger Productions,,,,,nm0775977,nm0718469,nm0285578,nm0280234,nm0170660,nm0718469,,,nm0792130,nm0137999,nm0663540,nm0180316,,,,,,,,,,,,,,,,,1113650.5123741003,1.1493941450174485
2772,12805829.2325,12275078.71557143,THE HOUSE ACROSS THE BAY,6.1,6.0,tt0032609,1940,88,Drama,,,,Walter Wanger Productions,United Artists,,,,nm0778636,nm0562845,nm0000033,nm0175333,,nm0562845,nm0000033,,nm0706368,nm0000910,nm0634313,nm0682074,,,,,,,nm0911137,nm0418205,,,,,,,,,-530750.5169285703,0.9585539907418432
3173,35872428.571428575,197298357.14285713,THE GREAT DICTATOR,8.4,1615.0,tt0032553,1940,125,Comedy,,,,Roy Export Company Establishment,United Artists,,,,nm0000122,,,,,nm0000122,,,nm0000122,nm0002104,nm0642988,nm0306786,nm0199787,nm0317970,nm0354916,nm0003424,nm0174682,,nm0835365,nm0005906,nm0630119,,,,,,,,161425928.57142857,5.499999999999999
3391,30491564.285714287,35872428.571428575,THE SEA HAWK,7.4,52.0,tt0033028,1940,127,Action,Adventure,Romance,History,Warner Bros. Pictures,,,,,nm0589316,nm0002031,nm0462321,,,nm0002031,,,nm0001224,nm0550782,nm0001647,nm0187981,nm0733460,,,,,,nm0006157,nm0005835,nm0025497,,,,,,,,5380864.285714287,1.1764705882352942
2946,23101844.0,107617285.71428572,REBECCA,7.9,721.0,tt0032976,1940,130,Drama,Mystery,,,Selznick International Pictures,,,,,nm0238898,nm0389580,nm0365661,nm0531878,nm0000033,nm0000033,,,nm0000059,nm0000021,nm0001695,nm0000752,,,,,,,,,,,,,,,,,84515441.71428572,4.658385093167702
3109,40894568.571428575,1494445374.2857144,FANTASIA,7.4,1634.0,tt0032455,1940,125,Animation,Family,,,Walt Disney Pictures,,,,,nm0789313,nm0272568,nm0373429,nm0359610,nm0019282,nm0789313,nm0272568,nm0373429,nm0123553,nm0000370,,,,,,,,,nm0831439,nm0852252,,,,,,,,,1453550805.7142859,36.54385964912281
1679,35872428.571428575,164510957.42857143,BOOM TOWN,7.2,21.0,tt0032273,1940,119,Adventure,Drama,Romance,,Metro-Goldwyn-Mayer,,,,,nm0176699,nm0536941,nm0335455,,,nm0176699,,,nm0000022,nm0000075,nm0001055,nm0001443,,,,,,,nm0956547,nm0000077,nm0005849,,,,,,,,128638528.85714287,4.585999999999999
844,46634157.14285714,1512022864.2857144,PINOCCHIO,7.0,3281.0,tt0032910,1940,88,Animation,Family,,,Walt Disney Pictures,Walt Disney Productions,,,,nm0527217,nm0789313,nm0272568,nm0373429,nm0730860,nm0789313,nm0272568,nm0373429,nm0427934,nm0747759,nm0000305,nm0110893,,,,,,,nm0359610,,,,,,,,,,1465388707.1428573,32.42307692307693
3195,6405790.816326531,30269496.8707483,THE MALTESE FALCON,7.8,804.0,tt0033870,1941,100,Mystery,Crime,Thriller,,Warner Bros. Pictures,,,,,nm0358591,nm0001379,,,,nm0001379,,,nm0000007,nm0000802,nm0313438,nm0000048,nm0000955,nm0002113,,,,,nm0006037,nm0249186,nm0724360,nm0087533,,,,,,,23863706.054421768,4.725333333333333
971,18841566.05442177,76869489.79591838,SUSPICION,7.3,282.0,tt0034248,1941,99,Mystery,Thriller,,,RKO Radio Pictures,,,,,nm0710723,nm0720904,nm0075324,nm0365661,nm0000033,nm0000033,,,nm0000026,nm0000021,nm0362567,nm0115558,,,,,,,nm0000077,nm0358213,,,,,,,,,58027923.74149661,4.0797824116047146
1493,13768179.727891156,27809673.197278913,"TOM, DICK AND HARRY",6.0,6.0,tt0034299,1941,87,Comedy,Fantasy,Romance,,RKO Radio Pictures,,,,,nm0418972,nm0437717,,,,nm0437717,,,nm0001677,nm0614278,nm0550701,nm0580565,,,,,,,nm0803015,nm0002202,nm0005719,nm0836328,,,,,,,14041493.469387757,2.0198511166253104
3464,23914952.38095238,279495500.4554422,SERGEANT YORK,7.2,83.0,tt0034167,1941,134,Drama,History,War,,Warner Bros. Pictures,,,,,nm0001328,nm0277874,nm0462321,nm0001379,nm0151310,nm0001328,,,nm0000011,nm0000974,nm0504125,nm0864869,,,,,,,nm0005835,,,,,,,,,,255580548.0744898,11.687060714285716
946,13870672.380952382,27331374.149659865,DUMBO,6.9,2884.0,tt0033563,1941,64,Animation,Family,,,RKO Radio Pictures,Walt Disney Pictures,Walt Disney Productions,,,nm0730860,nm0789313,nm0272568,nm0035899,nm0254675,nm0789313,nm0272568,nm0254675,nm0001359,nm0112395,nm0082884,nm0088285,,,,,,,,,,,,,,,,,13460701.768707482,1.9704433497536944
2875,14344308.012857145,396606834.3617687,CITIZEN KANE,8.1,2629.0,tt0033467,1941,119,Mystery,Drama,,,RKO Radio Pictures,Mercury Productions,,,,nm0542534,nm0219670,nm0448809,nm0000080,nm0002144,nm0000080,,,nm0000080,nm0001072,nm0173827,nm0001547,nm0829717,,,,,,nm0002136,nm0005904,nm0020041,,,,,,,,382262526.3489116,27.64907404430249
2109,21352636.05442177,102492653.06122449,HOW GREEN WAS MY VALLEY,7.3,154.0,tt0033729,1941,118,Drama,,,,20th Century Fox,,,,,nm0000406,nm0242897,nm0515751,,,nm0000406,nm0432846,,nm0682074,nm0000058,nm0496819,nm0187981,,,,,,,nm0953123,nm0000055,nm0587926,,,,,,,,81140017.00680272,4.8
1648,3851334.3558282205,7933748.773006135,GRAND CENTRAL MURDER,6.2,10.0,tt0034808,1942,73,Mystery,Crime,,,Metro-Goldwyn-Mayer,,,,,nm0534392,nm0750538,nm0800373,,,nm0800373,,,nm0001336,nm0199335,nm0662118,nm0340706,,,,,,,nm0954312,nm0811023,nm0005706,,,,,,,,4082414.417177914,2.06
2968,13525886.257668711,161178342.79141104,CASABLANCA,8.1,2737.0,tt0034583,1942,102,Drama,Romance,,,Warner Bros. Pictures,,,,,nm0258525,nm0019706,nm0002031,nm0462321,nm0122417,nm0002031,,,nm0000007,nm0000006,nm0002134,nm0001647,,,,,,,,,,,,,,,,,147652456.53374234,11.916287015945331
3411,12355080.613496931,67336729.8773006,FOR ME AND MY GAL,6.5,23.0,tt0034746,1942,104,Drama,Music,Romance,,Metro-Goldwyn-Mayer,,,,,nm0799015,nm0792553,nm0736911,nm0000923,nm0277943,nm0000923,,,nm0000023,nm0614278,nm0000037,nm0250964,,,,,,,nm0006085,,,,,,,,,,54981649.263803676,5.450124688279302
3723,2541880.674846626,10398602.760736195,THE BASHFUL BACHELOR,0.0,0.0,tt0033379,1942,78,,,,,RKO Radio Pictures,,,,,nm0819546,nm0820461,,,,nm0820461,,,nm0490713,nm0324588,nm0686032,nm0840316,,,,,,,nm0903793,nm0412005,nm0543836,,,,,,,,7856722.0858895695,4.09090909090909
3377,2064315.2147239263,61621349.69325153,CAT PEOPLE,7.0,208.0,tt0034587,1942,73,Horror,Drama,,,RKO Radio Pictures,,,,,nm0090840,nm0869664,,,,nm0869664,,,nm0800386,nm0007218,nm0808949,nm0709905,,,,,,,nm0507932,nm0002202,nm0002228,nm0733476,,,,,,,59557034.4785276,29.850746268656714
2433,13217779.509202454,4120113588.653374,BAMBI,6.9,3242.0,tt0034492,1942,70,Animation,Drama,Family,,Walt Disney Productions,,,,,nm0314671,nm0942687,nm0019282,nm0730860,nm0373871,nm0314671,nm0942687,nm0019282,nm0017013,nm0018755,nm1027883,nm0066951,,,,,,,nm0604392,nm0668998,,,,,,,,,4106895809.1441717,311.709965034965
3450,4960518.650306748,16021550.920245398,INVISIBLE AGENT,6.0,13.0,tt0034902,1942,81,Adventure,Comedy,Romance,Science Fiction,Frank Lloyd Productions,Universal Pictures,,,,nm0802561,nm0547446,nm0920229,,,nm0547446,,,nm0557314,nm0355755,nm0000048,nm0362567,,,,,,,nm0515979,nm0925130,nm0193562,,,,,,,,11061032.26993865,3.229813664596273
3475,7894049.218466257,15405337.423312882,THIS GUN FOR HIRE,7.2,57.0,tt0035432,1942,81,Crime,Drama,Mystery,Thriller,Paramount,,,,,nm0122446,nm0540816,nm0878338,nm0001294,,nm0878338,,,nm0000042,nm0000043,nm0696481,nm0187284,,,,,,,nm0005987,nm0005870,,,,,,,,,7511288.204846625,1.9515127150810951
3418,20704773.496932514,207972055.2147239,MRS. MINIVER,7.1,95.0,tt0035093,1942,134,Drama,Romance,War,,Metro-Goldwyn-Mayer,,,,,nm0943758,nm0934497,nm0296207,nm0385264,nm0835369,nm0943758,,,nm0002093,nm0682074,nm0942863,nm0926599,nm0871287,,,,,,,,,,,,,,,,187267281.7177914,10.044642857142858
2110,38130525.37572254,77843170.0,A GUY NAMED JOE,6.6,14.0,tt0035959,1943,120,Drama,Romance,War,,Metro-Goldwyn-Mayer,,,,,nm0819546,nm0281808,nm0107288,nm0091200,nm0874308,nm0281808,,,nm0000075,nm0002050,nm0004496,nm0000955,,,,,,,nm0728305,,,,,,,,,,39712644.62427746,2.041492196421774
1721,9610880.929884393,23319915.188901734,CABIN IN THE SKY,6.6,20.0,tt0035703,1943,98,Fantasy,Music,,,Metro-Goldwyn-Mayer,,,,,nm0740528,nm0775149,nm0591486,nm0000923,nm0175091,nm0591486,nm0000923,,nm0914083,nm0026655,nm0395043,nm0001918,,,,,,,nm0006085,nm0506900,,,,,,,,,13709034.25901734,2.4264076684573226
1725,12410201.445086705,17417826.589595374,FIVE GRAVES TO CAIRO,7.1,43.0,tt0035884,1943,96,Thriller,War,,,Paramount,,,,,nm0000697,nm0102818,nm0083742,,,nm0000697,,,nm0867144,nm0000879,nm0848667,nm0002233,,,,,,,nm0000067,nm0005870,nm0365561,,,,,,,,5007625.144508669,1.4035087719298245
1482,42730992.32954545,28534886.36363636,WILSON,5.9,8.0,tt0037465,1944,154,Romance,Drama,History,Music,20th Century Fox,,,,,nm0873707,nm0454771,,,,nm0454771,,,nm0461594,nm0002013,nm0280242,nm0593775,,,,,,,nm0953123,nm0000055,nm0005872,nm0572492,,,,,,,-14196105.965909094,0.6677796327212019
3206,13229657.89965909,35668607.95454545,DOUBLE INDEMNITY,8.2,819.0,tt0036775,1944,107,Crime,Drama,Mystery,Thriller,Paramount,,,,,nm0000697,nm0128906,nm0151452,,,nm0000697,,,nm0534045,nm0001766,nm0000064,nm0056477,,,,,,,nm0000067,nm0005870,,,,,,,,,22438950.054886363,2.6961096216603293
3171,24362529.546988636,107947475.11363636,MEET ME IN ST. LOUIS,7.1,153.0,tt0037059,1944,113,Comedy,Romance,Music,,Metro-Goldwyn-Mayer,,,,,nm0525067,nm0072639,nm0106505,nm0591486,nm0373511,nm0591486,,,nm0000023,nm0639684,nm0000802,nm0107082,,,,,,,,,,,,,,,,,83584945.56664772,4.430881239381785
2284,14552792.045454545,28534886.36363636,LAURA,7.7,339.0,tt0037008,1944,88,Drama,Mystery,,,20th Century Fox,,,,,nm0488057,nm0695937,nm0718101,nm0143837,nm0237225,nm0695937,,,nm0000074,nm0000763,nm0916067,nm0001637,,,,,,,,,,,,,,,,,13982094.318181815,1.96078431372549
2115,33685433.35227273,98331218.4090909,BATHING BEAUTY,5.8,9.0,tt0036628,1944,101,Comedy,Music,,,Metro-Goldwyn-Mayer,,,,,nm0455510,nm0796645,nm0448985,nm0775149,nm0247252,nm0796645,,,nm0804026,nm0930565,nm0001651,nm0329433,,,,,,,,,,,,,,,,,64645785.05681818,2.919102075391783
2740,6570633.166666667,15484931.666666666,DANGER SIGNAL,5.1,6.0,tt0037632,1945,78,Crime,Thriller,Drama,,Warner Bros. Pictures,,,,,nm0173532,nm0098712,nm0048305,nm0282984,,nm0282984,,,nm0256207,nm0779923,nm0258757,nm0213619,,,,,,,nm0414673,nm0006037,,,,,,,,,8914298.5,2.356687898089172
2435,20269915.055555556,78652292.55555555,MILDRED PIERCE,7.7,157.0,tt0037913,1945,111,Crime,Drama,,,Warner Bros. Pictures,,,,,nm0128906,nm0532030,nm0001203,nm0002031,nm0344391,nm0002031,,,nm0001076,nm0007217,nm0779923,nm0000781,,,,,,,nm0005735,,,,,,,,,,58382377.5,3.8802477632484513
2729,16098748.777777778,25089774.416666668,HANGOVER SQUARE,6.5,22.0,tt0037761,1945,77,Crime,Drama,Horror,Thriller,20th Century Fox,,,,,nm0103975,nm0528530,nm0358096,nm0819179,,nm0103975,,,nm0187284,nm0001105,nm0001695,nm0485977,,,,,,,nm0060317,nm0002136,,,,,,,,,8991025.63888889,1.5584922010398614
131,14117793.555555556,35699045.166666664,THE SAILOR TAKES A WIFE,0.0,0.0,tt0038045,1945,92,Comedy,Romance,,,Metro-Goldwyn-Mayer,,,,,nm0177336,nm0259838,nm0152157,nm0926636,,nm0926636,,,nm0908153,nm0000742,nm0002025,nm0869429,,,,,,,nm0461348,nm0338004,,,,,,,,,21581251.61111111,2.5286561264822134
2119,30132840.0,127394951.33333333,THE VALLEY OF DECISION,7.6,13.0,tt0038213,1945,119,Drama,,,,Metro-Goldwyn-Mayer,,,,,nm0576046,nm0307819,nm0397022,nm0202627,,nm0307819,,,nm0002093,nm0000060,nm0187981,nm0000859,,,,,,,nm0461348,nm0006307,,,,,,,,,97262111.33333333,4.227777777777778
3453,17437986.111111112,153454277.7777778,THE LOST WEEKEND,7.8,226.0,tt0037884,1945,101,Drama,,,,Paramount,,,,,nm0000697,nm0413352,nm0102818,,,nm0000697,,,nm0001537,nm0943837,nm0856062,nm0196247,,,,,,,nm0000067,nm0005870,nm0365561,,,,,,,,136016291.6666667,8.8
3486,16768465.097166667,41131131.29455556,SCARLET STREET,7.7,136.0,tt0038057,1945,102,Drama,,,,"Diana Productions, Inc.",Fritz Lang Productions,,,,nm0629580,nm0000485,nm0478579,nm0610207,,nm0000485,,,nm0000064,nm0000910,nm0002053,nm0512267,,,,,,,nm0006270,nm0005762,,,,,,,,,24362666.197388895,2.4528858816961967
2464,20925583.333333332,97652722.22222222,SPELLBOUND,7.5,364.0,tt0038109,1945,111,Drama,Mystery,Thriller,,Selznick International Pictures,,,,,nm0372942,nm0739676,nm1301541,nm0761573,nm0534191,nm0000033,,,nm0000006,nm0000060,nm0155011,nm0001991,nm0329433,,,,,,,,,,,,,,,,76727138.8888889,4.666666666666667
3380,21672465.692307692,65493856.51282051,THE POSTMAN ALWAYS RINGS TWICE,7.3,132.0,tt0038854,1946,113,Crime,Drama,Thriller,,Metro-Goldwyn-Mayer,,,,,nm0128906,nm0124002,nm0307819,nm0750822,,nm0307819,,,nm0001805,nm0002092,nm0445523,nm0002025,nm0869429,,,,,,nm0933133,nm0005956,nm0924825,,,,,,,,43821390.82051282,3.021984551396316
3165,27042292.307692308,304547720.51282054,THE BEST YEARS OF OUR LIVES,7.9,264.0,tt0036868,1946,170,Drama,History,Romance,,Samuel Goldwyn Productions,,,,,nm0943758,nm0437969,nm0792845,,,nm0943758,,,nm0001485,nm0000763,nm0545298,nm0942863,nm0562920,,,,,,nm0326418,nm0006087,nm0005904,nm0541721,,,,,,,277505428.20512825,11.261904761904763
2136,21170251.692307692,55719999.43589743,UNDERCURRENT,6.0,21.0,tt0039066,1946,116,Drama,Thriller,Mystery,Romance,Metro-Goldwyn-Mayer,,,,,nm0649183,nm0731387,nm0158737,nm0591486,nm0833017,nm0591486,,,nm0000031,nm0001791,nm0000053,nm0350324,,,,,,,nm0075825,,,,,,,,,,34549747.743589744,2.631995133819951
2681,77263692.3076923,262696553.84615386,DUEL IN THE SUN,6.5,65.0,tt0038499,1946,129,Western,Romance,Drama,,The Selznik Studio,Vanguard Films,,,,nm0580017,nm0226189,nm0896542,nm0006388,nm0291548,nm0580017,nm0896542,nm0903049,nm0428354,nm0001072,nm0000060,nm0000859,nm0001273,,,,,,,,,,,,,,,,185432861.53846157,3.4000000000000004
2972,25754564.102564104,315039383.04584616,NOTORIOUS,7.9,723.0,tt0038787,1946,102,Thriller,Drama,Romance,,RKO Radio Pictures,,,,,nm0372942,nm0285218,nm0000033,nm0644048,,nm0000033,,,nm0000026,nm0000006,nm0001647,nm0129894,,,,,,,nm0002202,nm0005898,,,,,,,,,289284818.94328207,12.232371
1412,11260403.587443946,78822825.11210762,GOLDEN EARRINGS,4.8,3.0,tt0039428,1947,95,Adventure,Romance,,,Paramount,,,,,nm0689796,nm0124918,nm0500552,nm0222079,nm0284079,nm0500552,,,nm0001537,nm0000017,nm0904531,nm0504423,,,,,,,nm0876223,,,,,,,,,,67562421.52466367,7.0
3444,2815100.8968609865,14638524.66367713,CROSSFIRE,6.6,45.0,tt0039286,1947,86,Crime,Drama,Mystery,Thriller,RKO Radio Pictures,,,,,nm0229424,nm0112218,nm0770196,nm0668122,,nm0229424,,,nm0001870,nm0000053,nm0752813,nm0002108,nm0446769,,,,,,nm0778789,nm0002202,nm0402478,,,,,,,,11823423.766816143,5.2
1502,26450688.026905827,52800032.42152466,THE SEA OF GRASS,6.4,13.0,tt0039806,1947,123,Drama,Western,,,Metro-Goldwyn-Mayer,,,,,nm0731387,nm0725218,nm0493071,nm0001415,,nm0001415,,,nm0000031,nm0000075,nm0908153,nm0002048,,,,,,,nm0075825,nm0006307,,,,,,,,,26349344.39461883,1.996168582375479
1382,18894957.21973094,38623184.304932736,DARK PASSAGE,7.3,141.0,tt0039302,1947,106,Crime,Drama,Romance,Thriller,Warner Bros. Pictures,,,,,nm0328959,nm0202681,,,,nm0202681,,,nm0000007,nm0000002,nm0071636,nm0001547,,,,,,,nm0907003,nm0000077,nm0005741,nm0918694,,,,,,,19728227.085201796,2.0441001191895114
2719,38551697.09543568,30799680.1659751,THE PIRATE,6.8,40.0,tt0040694,1948,102,Music,Romance,,,Metro-Goldwyn-Mayer,,,,,nm0329304,nm0067103,nm0591486,nm0352443,nm0000581,nm0591486,,,nm0000023,nm0000037,nm0805790,nm0178066,,,,,,,,,,,,,,,,,-7752016.929460578,0.798918918918919
2426,39593634.854771785,44876259.29460581,THE TREASURE OF THE SIERRA MADRE,8.1,534.0,tt0040897,1948,126,Adventure,Drama,Western,,Warner Bros. Pictures,,,,,nm0871252,nm0001379,,,,nm0001379,,,nm0000007,nm0404158,nm0392529,nm0071636,,,,,,,nm0087533,nm0000070,nm0005792,nm0548929,,,,,,,5282624.439834021,1.1334210526315789
2113,20838755.18672199,21880692.94605809,THE MIRACLE OF THE BELLS,6.2,5.0,tt0040594,1948,120,Drama,,,,RKO Radio Pictures,Jesse L. Lasky Productions,,,,nm0372942,nm0721913,nm0090840,nm0681635,nm0417826,nm0681635,,,nm0534045,nm0885098,nm0000069,nm0002011,,,,,,,nm0489679,,,,,,,,,,1041937.759336099,1.05
2425,31258132.780082986,93899430.87136929,RED RIVER,7.4,192.0,tt0040724,1948,133,Western,Action,,,United Artists,Monterey Productions,Charles K. Feldman Group,,,nm0001328,nm0773660,nm0744504,nm0153698,,nm0001328,nm0744504,,nm0000078,nm0001050,nm0238445,nm0000974,,,,,,,nm0006323,nm0005737,,,,,,,,,62641298.0912863,3.004
2199,15629066.390041493,22922630.70539419,ROPE,8.0,1206.0,tt0040746,1948,80,Crime,Drama,Thriller,,Transatlantic Pictures,Metro-Goldwyn-Mayer,Warner Bros. Pictures,,,nm0372942,nm0002025,nm0000033,nm0358096,nm0491306,nm0000033,,,nm0000071,nm0197982,nm0335048,nm0389516,nm0362567,,,,,,nm0005877,,,,,,,,,,7293564.315352697,1.4666666666666668
2759,26048443.983402487,31258132.780082986,FORT APACHE,6.9,147.0,tt0040369,1948,128,Western,,,,RKO Radio Pictures,,,,,nm0000406,nm0637793,nm0068650,,,nm0000406,,,nm0000078,nm0000020,nm0000073,nm0000784,,,,,,,nm0006119,nm0005887,nm0615005,,,,,,,,5209688.796680499,1.2
3253,12951286.348547718,29601451.742738586,3 GODFATHERS,6.5,71.0,tt0040064,1948,106,Western,,,,Argosy Pictures,Metro-Goldwyn-Mayer,,,,nm0821716,nm0622251,nm0477437,nm0000406,nm0637793,nm0000406,,,nm0000078,nm0000784,nm0001013,nm0000955,,,,,,,nm0006119,,,,,,,,,,16650165.394190868,2.2855993563958164
2690,13610421.428571427,11911756.42857143,ACT OF VIOLENCE,6.8,33.0,tt0041088,1949,82,Drama,Thriller,,,Metro-Goldwyn-Mayer,,,,,nm0949418,nm0724307,nm0003593,,,nm0003593,,,nm0001336,nm0752813,nm0001463,nm0000802,,,,,,,nm0942934,nm0006147,nm0005892,,,,,,,,-1698664.9999999981,0.8751937984496125
3386,6330428.571428571,26376785.714285713,CHAMPION,6.6,43.0,tt0041239,1949,99,Drama,,,,Stanley Kramer Productions,Screen Plays,,,,nm0733476,nm0286025,nm0488066,,,nm0733476,,,nm0000018,nm0447913,nm0561765,nm0829717,nm0738746,,,,,,nm0006452,nm0006323,nm0005832,nm0314899,,,,,,,20046357.14285714,4.166666666666667
3552,10550714.285714285,82295571.42857143,SANDS OF IWO JIMA,6.4,55.0,tt0041841,1949,100,Action,Drama,History,War,Republic Pictures,,,,,nm0113689,nm0245385,nm0335455,,,nm0245385,,,nm0000078,nm0000730,nm0544711,nm0875861,,,,,,,nm0000082,nm0486976,nm0886820,,,,,,,,71744857.14285715,7.800000000000001
1231,16881142.85714286,56973857.14285714,SHE WORE A YELLOW RIBBON,6.9,136.0,tt0041866,1949,104,Western,,,,RKO Radio Pictures,,,,,nm0821716,nm0000406,nm0637793,nm0068650,,nm0000406,,,nm0000078,nm0238445,nm0000730,nm0424565,,,,,,,nm0006119,nm0005743,,,,,,,,,40092714.28571428,3.3749999999999996
3259,31652142.857142854,121333214.28571428,SAMSON AND DELILAH,6.2,66.0,tt0041838,1949,134,Drama,Romance,Adventure,,Paramount,,,,,nm0413022,nm0489679,nm0290931,nm0001124,nm0482959,nm0001124,,,nm0001443,nm0001514,nm0001695,nm0001450,,,,,,,nm0000082,,,,,,,,,,89681071.42857143,3.8333333333333335
3425,16121491.428571427,30554868.57142857,FLAMINGO ROAD,7.1,14.0,tt0041373,1949,94,Drama,Romance,,,Warner Bros. Pictures,,,,,nm0928623,nm0636002,nm0002031,nm0928625,,nm0002031,,,nm0001076,nm0779923,nm0002113,nm0108406,,,,,,,nm0907003,nm0000070,,,,,,,,,14433377.142857144,1.8952879581151834
2660,22504673.57142857,46718562.85714286,ON THE TOWN,7.0,117.0,tt0041716,1949,98,Comedy,Music,Romance,,Metro-Goldwyn-Mayer,,,,,nm0000037,nm0002045,nm0730385,nm0173679,nm0337582,nm0000037,nm0002045,,nm0000037,nm0000069,nm0308081,nm0587900,,,,,,,nm0006085,nm0005849,,,,,,,,,24213889.285714287,2.0759493670886076
3371,39268393.98319502,83355020.74688797,ANNIE GET YOUR GUN,7.2,38.0,tt0042200,1950,107,Action,Comedy,Music,Romance,Metro-Goldwyn-Mayer,,,,,nm0276227,nm0796645,nm0276252,nm0000923,nm0791084,nm0796645,nm0000923,,nm0002149,nm0444476,nm0129894,nm0619798,nm0943978,,,,,,nm0006085,nm0006037,,,,,,,,,44086626.763692945,2.1227000213596687
3062,18254749.543568462,52096887.966804974,SUNSET BOULEVARD,8.4,1151.0,tt0043014,1950,110,Drama,,,,Paramount,,,,,nm0000697,nm0102818,nm0916131,nm0551261,,nm0000697,,,nm0000034,nm0841797,nm0002233,nm0647970,,,,,,,nm0000077,nm0005870,nm0772834,,,,,,,,33842138.42323651,2.853881278538813
1424,22036983.609958503,21245110.91286307,WABASH AVENUE,5.0,3.0,tt0043116,1950,92,Music,,,,20th Century Fox,,,,,nm0876223,nm0467396,nm0496468,,,nm0467396,,,nm0002107,nm0001514,nm0365201,nm0306786,,,,,,,nm0674169,nm0035186,nm0801184,,,,,,,,-791872.6970954351,0.964066193853428
912,30216195.020746887,2746458483.2533193,CINDERELLA,7.0,3948.0,tt0042332,1950,74,Family,Fantasy,Animation,Romance,Walt Disney Pictures,Walt Disney Productions,,,,nm0527217,nm0314671,nm0674518,nm0672093,nm0727370,nm0527217,nm0314671,nm0414144,nm0940627,nm0531763,nm0041598,nm0271658,,,,,,,,,,,,,,,,,2716242288.2325726,90.89359137931034
3103,14587128.630705394,661244.9602074688,ALL ABOUT EVE,8.2,739.0,tt0042192,1950,138,Drama,,,,20th Century Fox,,,,,nm0650581,nm0000581,,,,nm0000581,,,nm0000012,nm0000879,nm0001695,nm0002141,,,,,,,nm0953123,nm0000055,nm0005762,nm0572492,,,,,,,-13925883.670497924,0.04533071428571429
3147,11589553.846153846,67605730.76923077,STRANGERS ON A TRAIN,7.8,761.0,tt0044079,1951,101,Crime,Drama,Thriller,,Warner Bros. Pictures,,,,,nm0372942,nm0650262,nm0177336,nm0383604,nm0000033,nm0000033,,,nm0335048,nm0908153,nm0738746,nm0001991,,,,,,,,,,,,,,,,,56016176.92307692,5.833333333333333
1067,28973884.615384616,5524354000.0,ALICE IN WONDERLAND,7.1,3539.0,tt0043274,1951,75,Animation,Family,Fantasy,Adventure,The Walt Disney Company,,,,,nm0527217,nm0314671,nm0140902,nm0382548,nm0780799,nm0527217,nm0314671,nm0414144,nm0064607,nm0943956,nm0370821,nm0001359,,,,,,,,,,,,,,,,,5495380115.384615,190.66666666666666
3101,17384330.769230768,77263692.3076923,A STREETCAR NAMED DESIRE,7.8,623.0,tt0044081,1951,122,Drama,,,,Charles K. Feldman Group,Warner Bros. Pictures,,,,nm0931783,nm0001415,nm0766665,,,nm0001415,,,nm0000046,nm0000008,nm0001375,nm0001500,,,,,,,nm0271012,nm0006218,nm0005889,,,,,,,,59879361.538461536,4.444444444444445
1612,10701021.384615384,11048708.0,LIGHTNING STRIKES TWICE,6.0,6.0,tt0043744,1951,91,Drama,Thriller,,,Warner Bros. Pictures,,,,,nm0168829,nm0248367,nm0896542,,,nm0896542,,,nm0865262,nm0738746,nm0564790,nm0779923,,,,,,,nm0087533,nm0000070,nm0005741,,,,,,,,347686.61538461596,1.032490974729242
1007,79678182.6923077,289738846.15384614,QUO VADIS,7.0,173.0,tt0043949,1951,171,Drama,History,Romance,,Metro-Goldwyn-Mayer,,,,,nm0536941,nm0542649,nm0503777,nm0397022,nm0067103,nm0542649,nm0503777,,nm0001791,nm0000039,nm0312890,nm0001811,,,,,,,nm0005877,nm0956547,,,,,,,,,210060663.46153843,3.6363636363636362
471,482898.07692307694,965796.1538461539,WHEN I GROW UP,6.0,1.0,tt0044206,1951,90,Drama,,,,,,,,,nm0437720,,,,,nm0437720,,,nm0237985,nm0696481,nm0779549,nm0414046,,,,,,,nm0818545,nm0606108,nm0005768,nm0542737,nm0774463,,,,,,482898.07692307694,2.0
2397,26307350.4085,43460826.92307692,AN AMERICAN IN PARIS,7.1,266.0,tt0043278,1951,114,Drama,Comedy,Music,Romance,Metro-Goldwyn-Mayer,,,,,nm0591486,nm0503585,,,,nm0591486,,,nm0000037,nm0001989,nm0505157,nm0350250,,,,,,,nm0006085,nm0005720,nm0269751,nm0023003,,,,,,,17153476.51457692,1.6520412070473873
